keyword,intent,format_page,zone_type,metier,modificateur,vol_estime,difficulte,page_cible,statut,priorite,tier,quick_win,raison_priorite
electricien vaise,transactional,local-listing,quartier-intramuros,electricien,aucun,173,medium,/lyon/vaise/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (25,000hab) - hyperlocal"
plombier livron sur drome,transactional,local-listing,commune-agglo,plombier,aucun,173,low,/valence/livron-sur-drome/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (9,100hab) - longue traine locale"
plaquiste valence,transactional,local-listing,ville-principale,multi,aucun,171,medium,/valence/plaquiste,a-creer,3,T3-longue-traine,oui,Metier etendu hors V1 - plaquiste fort vol urgence
plombier crolles,transactional,local-listing,commune-agglo,plombier,aucun,170,low,/grenoble/crolles/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,700hab) - longue traine locale"
plombier vif,transactional,local-listing,commune-agglo,plombier,aucun,167,low,/grenoble/vif/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,400hab) - longue traine locale"
plombier saint marcellin,transactional,local-listing,commune-agglo,plombier,aucun,167,low,/grenoble/saint-marcellin/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,400hab) - longue traine locale"
plombier claix,transactional,local-listing,commune-agglo,plombier,aucun,166,low,/grenoble/claix/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,200hab) - longue traine locale"
plombier moirans,transactional,local-listing,commune-agglo,plombier,aucun,166,low,/grenoble/moirans/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,200hab) - longue traine locale"
plombier privas,transactional,local-listing,commune-agglo,plombier,aucun,165,low,/valence/privas/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,100hab) - longue traine locale"
plombier crest,transactional,local-listing,commune-agglo,plombier,aucun,165,low,/valence/crest/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,100hab) - longue traine locale"
plombier varces allieres et risset,transactional,local-listing,commune-agglo,plombier,aucun,164,low,/grenoble/varces-allieres-et-risset/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,000hab) - longue traine locale"
plaquiste chambery,transactional,local-listing,ville-principale,multi,aucun,164,medium,/chambery/plaquiste,a-creer,3,T3-longue-traine,oui,Metier etendu hors V1 - plaquiste fort vol urgence
plombier vizille,transactional,local-listing,commune-agglo,plombier,aucun,162,low,/grenoble/vizille/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (7,700hab) - longue traine locale"
plombier tullins,transactional,local-listing,commune-agglo,plombier,aucun,162,low,/grenoble/tullins/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (7,800hab) - longue traine locale"
plombier faverges seythenex,transactional,local-listing,commune-agglo,plombier,aucun,161,low,/annecy/faverges-seythenex/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (7,600hab) - longue traine locale"
plombier berriat,transactional,local-listing,quartier-intramuros,plombier,aucun,161,medium,/grenoble/berriat/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Grenoble dense (12,000hab) - hyperlocal"
plombier villeneuve,transactional,local-listing,quartier-intramuros,plombier,aucun,161,medium,/grenoble/villeneuve/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Grenoble dense (12,000hab) - hyperlocal"
plombier villard bonnot,transactional,local-listing,commune-agglo,plombier,aucun,161,low,/grenoble/villard-bonnot/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (7,600hab) - longue traine locale"
plombier tete d or,transactional,local-listing,quartier-intramuros,plombier,aucun,161,medium,/lyon/tete-d-or/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (12,000hab) - hyperlocal"
plombier jean mace,transactional,local-listing,quartier-intramuros,plombier,aucun,161,medium,/lyon/jean-mace/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (12,000hab) - hyperlocal"
plombier bachut,transactional,local-listing,quartier-intramuros,plombier,aucun,161,medium,/lyon/bachut/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (12,000hab) - hyperlocal"
plombier la duchere,transactional,local-listing,quartier-intramuros,plombier,aucun,161,medium,/lyon/la-duchere/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (12,000hab) - hyperlocal"
electricien presquile,transactional,local-listing,quartier-intramuros,electricien,aucun,158,medium,/lyon/presquile/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (20,000hab) - hyperlocal"
electricien villette paul bert,transactional,local-listing,quartier-intramuros,electricien,aucun,158,medium,/lyon/villette-paul-bert/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (20,000hab) - hyperlocal"
plombier saint ismier,transactional,local-listing,commune-agglo,plombier,aucun,156,low,/grenoble/saint-ismier/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (7,100hab) - longue traine locale"
peintre montelimar,transactional,local-listing,commune-bassin,peintre,aucun,156,low,/valence/montelimar/peintre,a-creer,3,T3-longue-traine,oui,"Bassin grosse (39,800hab) - couverture geographique"
menuisier montelimar,transactional,local-listing,commune-bassin,menuisier,aucun,156,low,/valence/montelimar/menuisier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (39,800hab) - couverture geographique"
plombier domene,transactional,local-listing,commune-agglo,plombier,aucun,154,low,/grenoble/domene/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (6,800hab) - longue traine locale"
plombier thones,transactional,local-listing,commune-agglo,plombier,aucun,153,low,/annecy/thones/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (6,700hab) - longue traine locale"
peintre annemasse,transactional,local-listing,commune-bassin,peintre,aucun,153,low,/annecy/annemasse/peintre,a-creer,3,T3-longue-traine,oui,"Bassin grosse (38,000hab) - couverture geographique"
menuisier annemasse,transactional,local-listing,commune-bassin,menuisier,aucun,153,low,/annecy/annemasse/menuisier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (38,000hab) - couverture geographique"
plombier loriol sur drome,transactional,local-listing,commune-agglo,plombier,aucun,152,low,/valence/loriol-sur-drome/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (6,600hab) - longue traine locale"
electricien montchat,transactional,local-listing,quartier-intramuros,electricien,aucun,151,medium,/lyon/montchat/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (18,000hab) - hyperlocal"
electricien brotteaux,transactional,local-listing,quartier-intramuros,electricien,aucun,151,medium,/lyon/brotteaux/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (18,000hab) - hyperlocal"
electricien etats unis,transactional,local-listing,quartier-intramuros,electricien,aucun,151,medium,/lyon/etats-unis/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (18,000hab) - hyperlocal"
peintre villefranche sur saone,transactional,local-listing,commune-bassin,peintre,aucun,151,low,/lyon/villefranche-sur-saone/peintre,a-creer,3,T3-longue-traine,oui,"Bassin grosse (36,700hab) - couverture geographique"
menuisier villefranche sur saone,transactional,local-listing,commune-bassin,menuisier,aucun,151,low,/lyon/villefranche-sur-saone/menuisier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (36,700hab) - couverture geographique"
facturation electronique artisan,informational,guide-howto,national,multi,aucun,150,medium,/facturation-electronique,existante,3,T4-questions-guides,non,USP Invoquo
plombier les hauts de chambery,transactional,local-listing,quartier-intramuros,plombier,aucun,150,medium,/chambery/les-hauts-de-chambery/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Chambéry dense (10,000hab) - hyperlocal"
plombier centre ville,transactional,local-listing,quartier-intramuros,plombier,aucun,150,medium,/annecy/centre-ville/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Annecy dense (10,000hab) - hyperlocal"
peintre thonon les bains,transactional,local-listing,commune-bassin,peintre,aucun,150,low,/annecy/thonon-les-bains/peintre,a-creer,3,T3-longue-traine,oui,"Bassin grosse (36,100hab) - couverture geographique"
menuisier thonon les bains,transactional,local-listing,commune-bassin,menuisier,aucun,150,low,/annecy/thonon-les-bains/menuisier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (36,100hab) - couverture geographique"
plombier hyper centre,transactional,local-listing,quartier-intramuros,plombier,aucun,150,medium,/grenoble/hyper-centre/plombier,a-creer,3,T3-longue-traine,oui,"Quartier Grenoble dense (10,000hab) - hyperlocal"
prix carrelage cuisine,informational,prix-tarif,national,carreleur,prix,150,low,/prix/carreleur/cuisine,a-creer,3,T3-longue-traine,oui,Sous-page prix par type de travaux - intent achat fort
cout renovation toiture complete,informational,prix-tarif,national,couvreur,prix,150,medium,/prix/couvreur/renovation-toiture,a-creer,3,T3-longue-traine,oui,Synonyme cout - capture verbatim utilisateur
plombier savoie,transactional,dept-hub,departement,plombier,aucun,150,medium,/savoie/plombier,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
electricien savoie,transactional,dept-hub,departement,electricien,aucun,150,medium,/savoie/electricien,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
plombier haute savoie,transactional,dept-hub,departement,plombier,aucun,150,medium,/haute-savoie/plombier,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
electricien haute savoie,transactional,dept-hub,departement,electricien,aucun,150,medium,/haute-savoie/electricien,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
plombier isere,transactional,dept-hub,departement,plombier,aucun,150,medium,/isere/plombier,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
electricien isere,transactional,dept-hub,departement,electricien,aucun,150,medium,/isere/electricien,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
plombier rhone,transactional,dept-hub,departement,plombier,aucun,150,medium,/rhone/plombier,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
electricien rhone,transactional,dept-hub,departement,electricien,aucun,150,medium,/rhone/electricien,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
plombier drome,transactional,dept-hub,departement,plombier,aucun,150,medium,/drome/plombier,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
electricien drome,transactional,dept-hub,departement,electricien,aucun,150,medium,/drome/electricien,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
plombier ardeche,transactional,dept-hub,departement,plombier,aucun,150,medium,/ardeche/plombier,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
electricien ardeche,transactional,dept-hub,departement,electricien,aucun,150,medium,/ardeche/electricien,a-creer,3,T3-longue-traine,oui,Hub departement metier - longue traine geo
plombier tain l hermitage,transactional,local-listing,commune-agglo,plombier,aucun,143,low,/valence/tain-l-hermitage/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (5,700hab) - longue traine locale"
electricien voreppe,transactional,local-listing,commune-agglo,electricien,aucun,142,low,/grenoble/voreppe/electricien,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (9,700hab) - longue traine locale"
electricien prefecture,transactional,local-listing,quartier-intramuros,electricien,aucun,141,medium,/lyon/prefecture/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (15,000hab) - hyperlocal"
electricien mermoz,transactional,local-listing,quartier-intramuros,electricien,aucun,141,medium,/lyon/mermoz/electricien,a-creer,3,T3-longue-traine,oui,"Quartier Lyon dense (15,000hab) - hyperlocal"
plombier gresy sur aix,transactional,local-listing,commune-agglo,plombier,aucun,138,low,/chambery/gresy-sur-aix/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (5,200hab) - longue traine locale"
electricien livron sur drome,transactional,local-listing,commune-agglo,electricien,aucun,138,low,/valence/livron-sur-drome/electricien,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (9,100hab) - longue traine locale"
plombier le bourget du lac,transactional,local-listing,commune-agglo,plombier,aucun,137,low,/chambery/le-bourget-du-lac/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (5,100hab) - longue traine locale"
plombier montbonnot saint martin,transactional,local-listing,commune-agglo,plombier,aucun,137,low,/grenoble/montbonnot-saint-martin/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (5,100hab) - longue traine locale"
peintre bourgoin jallieu,transactional,local-listing,commune-bassin,peintre,aucun,137,low,/lyon/bourgoin-jallieu/peintre,a-creer,3,T3-longue-traine,oui,"Bassin grosse (28,800hab) - couverture geographique"
menuisier bourgoin jallieu,transactional,local-listing,commune-bassin,menuisier,aucun,137,low,/lyon/bourgoin-jallieu/menuisier,a-creer,3,T3-longue-traine,oui,"Bassin grosse (28,800hab) - couverture geographique"
electricien crolles,transactional,local-listing,commune-agglo,electricien,aucun,136,low,/grenoble/crolles/electricien,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,700hab) - longue traine locale"
electricien vif,transactional,local-listing,commune-agglo,electricien,aucun,134,low,/grenoble/vif/electricien,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,400hab) - longue traine locale"
electricien saint marcellin,transactional,local-listing,commune-agglo,electricien,aucun,134,low,/grenoble/saint-marcellin/electricien,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,400hab) - longue traine locale"
plombier la voulte sur rhone,transactional,local-listing,commune-agglo,plombier,aucun,134,low,/valence/la-voulte-sur-rhone/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (4,800hab) - longue traine locale"
plombier cruseilles,transactional,local-listing,commune-agglo,plombier,aucun,133,low,/annecy/cruseilles/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (4,700hab) - longue traine locale"
plombier le versoud,transactional,local-listing,commune-agglo,plombier,aucun,133,low,/grenoble/le-versoud/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (4,700hab) - longue traine locale"
electricien claix,transactional,local-listing,commune-agglo,electricien,aucun,133,low,/grenoble/claix/electricien,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,200hab) - longue traine locale"
plombier le pont de cheruy,transactional,local-listing,commune-agglo,plombier,aucun,133,low,/grenoble/le-pont-de-cheruy/plombier,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (4,700hab) - longue traine locale"
electricien moirans,transactional,local-listing,commune-agglo,electricien,aucun,133,low,/grenoble/moirans/electricien,a-creer,3,T3-longue-traine,oui,"Agglo moyenne (8,200hab) - longue traine locale"
